Sex,Pclass,Name,Siblings/Spouses Aboard,Fare,Age,Parents/Children Aboard,Survived
1,3,465,0,0.015078195816283748,0.26887684356485564,0,0
0,3,145,2,0.03758969818624431,0.0010084457330139917,1,1
1,3,279,0,0.014151057562208049,0.483171561830329,0,0
1,3,552,0,0.016908073949327893,0.4705659901676541,0,0
0,2,787,1,0.05416439273810667,0.40753813185427956,2,1
0,2,771,0,0.026919605597338588,0.28148241522753054,0,1
0,3,153,0,0.019201521209409888,0.26887684356485564,0,0
1,1,399,0,0.10149724044618187,0.4957771334930039,0,0
1,2,621,1,0.04098927018018883,0.42014370351695446,0,0
1,3,549,1,0.013752485706455927,0.35711584520358,0,0
1,3,591,0,0.014679623960531627,0.26887684356485564,0,0
0,3,149,0,0.023983602730431916,0.01676541031135762,1,1
1,3,36,5,0.09154270340242172,0.10500441195008194,2,0
1,2,271,0,0.0,0.45796041850497915,0,0
1,3,641,0,0.015712553569072387,0.6218328501197529,0,0
0,3,760,0,0.018713553707264782,0.7857052817345266,0,1
1,1,326,1,0.17777475888549785,0.30669355855288033,0,1
0,3,157,3,0.049707687947515,0.09239884028740704,1,0
0,1,801,1,0.17566830077223786,0.43274927517962936,0,1
1,1,335,0,0.057970539254838485,0.7226774234211522,0,0
1,3,374,0,0.015712553569072387,0.36972141686625487,0,0
1,3,21,1,0.031034733136428686,0.10500441195008194,1,1
1,3,531,1,0.03897240290032268,0.23106012857683098,0,0
1,3,344,0,0.014151057562208049,0.25627127190218074,0,0
1,1,420,0,0.05953203526170282,0.6848607084331274,0,0
1,1,630,0,0.09662576327876685,0.8865498550359259,0,0
1,3,340,0,0.015712553569072387,0.25627127190218074,0,0
1,3,402,0,0.028220722145058292,0.3192991302155552,0,0
0,1,117,1,0.1527664244005612,0.6722551367704526,0,1
1,3,387,0,0.029473237129564348,0.6848607084331274,0,0
0,1,812,1,0.29580589980036276,0.30669355855288033,2,0
1,3,597,0,0.015216388212891242,0.29408798689020543,0,0
1,3,616,0,0.016908073949327893,0.20584898525148115,0,0
0,3,206,0,0.015126992566498259,0.25627127190218074,0,0
0,3,93,0,0.014891206669461744,0.25627127190218074,0,0
0,3,170,0,0.018713553707264782,0.45796041850497915,0,0
0,1,219,0,0.16883675574220638,0.19324341358880626,0,1
1,1,709,1,0.2125586439344078,0.21845455691415605,0,0
0,2,799,0,0.050748620223090936,0.40753813185427956,2,1
1,1,391,0,0.051822148727810165,0.45796041850497915,0,1
1,3,428,0,0.04396587194327397,0.3445102735409051,0,0
1,3,367,0,0.11027245763075773,0.3192991302155552,0,1
1,3,365,0,0.015126992566498259,0.35711584520358,0,1
1,3,466,0,0.015712553569072387,0.8235219967225513,0,0
1,1,464,0,0.05130978285055781,0.44535484684230425,0,1
0,1,837,1,0.11594107850967697,0.6722551367704526,0,1
1,3,663,0,0.014630827210317117,0.29408798689020543,0,0
1,1,722,0,0.06640417918791278,0.5840161351317282,0,0
0,2,754,0,0.020494635090094415,0.42014370351695446,0,1
1,3,606,0,0.04713766070721715,0.36972141686625487,0,0
0,2,870,1,0.050748620223090936,0.44535484684230425,0,1
1,3,675,0,0.015411575213749286,0.39493256019160466,0,0
0,1,79,0,0.18249984580226933,0.36972141686625487,0,1
1,3,468,0,0.015411575213749286,0.26887684356485564,0,0
1,3,662,0,0.014102260811993537,0.43274927517962936,0,0
0,1,835,0,0.11316786160148591,0.5461994201437035,1,1
1,3,368,0,0.014110458666029575,0.21845455691415605,0,0
1,3,457,0,0.015126992566498259,0.5020799193243414,0,0
0,2,176,0,0.020494635090094415,0.6218328501197529,0,1
1,1,490,0,0.4328841690069588,0.609227278457078,0,0
1,3,480,0,0.015468569817999833,0.483171561830329,0,0
1,2,640,2,0.022446505098674838,0.28148241522753054,1,0
0,2,217,1,0.050748620223090936,0.01676541031135762,1,1
1,3,582,0,0.014110458666029575,0.20584898525148115,0,0
1,3,509,1,0.014110458666029575,0.20584898525148115,1,0
0,3,776,0,0.04364049521284362,0.29408798689020543,2,1
0,3,198,0,0.016908073949327893,0.36972141686625487,0,0
0,2,131,0,0.05123658772523604,0.07979326862473214,2,1
1,1,13,0,0.051822148727810165,0.5588049918063784,0,0
0,1,90,0,0.20772776566317125,0.36972141686625487,0,1
1,3,656,0,0.028302115124416098,0.8613387117105761,0,0
0,1,140,0,0.09661756542473082,0.26887684356485564,2,1
0,1,139,0,0.13858277060920987,0.44535484684230425,2,1
0,3,154,4,0.06104473451835265,0.10500441195008194,2,0
0,3,225,4,0.06104473451835265,0.13021555527543174,2,0
1,2,336,1,0.050748620223090936,0.39493256019160466,0,1
1,1,713,1,0.20772776566317125,0.6218328501197529,0,0
1,1,277,0,0.050748620223090936,0.7983108533972015,0,0
0,2,783,1,0.050748620223090936,0.23106012857683098,0,1
1,2,519,0,0.02705779799394608,0.3319047018782302,0,1
1,3,377,1,0.04006213192611313,0.40753813185427956,1,0
1,2,39,1,0.07173122281533045,0.09239884028740704,1,1
1,1,485,0,0.21642978772242535,0.20584898525148115,2,1
1,2,612,0,0.050748620223090936,0.3319047018782302,0,0
1,3,700,0,0.015281580671177828,0.25627127190218074,0,0
1,3,366,0,0.014102260811993537,0.26887684356485564,0,1
0,3,234,0,0.015175789316712771,0.26887684356485564,0,1
1,1,400,0,0.051822148727810165,0.7730997100718517,0,0
0,1,12,1,0.07729405233978466,0.5966217067944031,0,1
1,1,707,0,0.4440992237022602,0.5588049918063784,0,0
0,1,790,1,0.1554664461834305,0.483171561830329,1,1
0,3,806,1,0.033962538149299316,0.44535484684230425,0,1
1,3,694,0,0.015126992566498259,0.36972141686625487,0,0
1,3,439,0,0.015411575213749286,0.4957771334930039,0,0
1,2,647,0,0.026350245115835676,0.3445102735409051,0,0
1,3,502,0,0.015712553569072387,0.4957771334930039,0,0
0,3,55,0,0.015712553569072387,0.7730997100718517,0,0
1,3,259,2,0.04713766070721715,0.29408798689020543,0,0
1,3,442,0,0.015411575213749286,0.23106012857683098,0,0
0,3,839,0,0.04113566043083236,0.35711584520358,4,0
1,3,683,0,0.014110458666029575,0.3445102735409051,0,0
1,3,296,0,0.015330377421392339,0.39493256019160466,0,1
1,2,394,0,0.020494635090094415,0.7730997100718517,0,1
0,1,785,2,0.10048070654571319,0.6596495651077776,0,1
1,1,500,0,0.051504969851415845,0.44535484684230425,0,1
0,3,209,0,0.015126992566498259,0.26887684356485564,0,1
1,3,258,0,0.015712553569072387,0.19324341358880626,0,0
1,3,398,0,0.028302115124416098,0.23106012857683098,0,0
0,2,129,0,0.025374310111545468,0.42014370351695446,0,1
0,1,873,1,0.1091095334796455,0.483171561830329,0,1
0,3,828,1,0.028220722145058292,0.21845455691415605,0,0
1,3,346,0,0.015468569817999833,0.39493256019160466,0,1
0,2,160,1,0.05855610025741262,0.30669355855288033,1,1
0,1,821,1,0.21642978772242535,0.483171561830329,1,1
1,2,737,0,0.050748620223090936,0.6722551367704526,0,0
1,1,499,0,0.07831878409428937,0.44535484684230425,0,0
1,3,703,0,0.017005667449756914,0.19324341358880626,0,0
0,1,222,0,0.1554664461834305,0.21845455691415605,2,1
1,2,489,0,0.02927805012870631,0.5840161351317282,0,0
1,1,571,1,0.15458810467956932,0.747888566746502,1,1
1,3,347,0,0.015712553569072387,0.26887684356485564,0,0
1,3,510,0,0.015712553569072387,0.26887684356485564,0,0
1,3,566,0,0.013907073811135496,0.43274927517962936,0,0
0,1,863,1,0.1527664244005612,0.6470439934451027,0,1
1,3,738,0,0.014151057562208049,0.5840161351317282,0,0
0,3,205,0,0.015126992566498259,0.4957771334930039,2,0
1,2,496,1,0.050748620223090936,0.45796041850497915,0,0
1,3,469,1,0.04713766070721715,0.44535484684230425,1,0
0,2,158,0,0.06441171028315387,0.38232698852892977,0,1
1,3,260,0,0.0,0.609227278457078,0,0
1,3,410,0,0.014102260811993537,0.21845455691415605,0,0
1,1,885,1,0.11111839809247648,0.609227278457078,0,1
0,2,851,2,0.05270049023167135,0.29408798689020543,1,1
1,3,617,0,0.015411575213749286,0.5209882768183537,0,0
1,1,306,0,0.08275928836380983,0.45796041850497915,0,0
1,3,363,0,0.015712553569072387,0.5461994201437035,0,0
1,1,419,0,0.051822148727810165,0.43274927517962936,0,1
1,3,332,1,0.030351578633425542,0.44535484684230425,0,0
1,3,574,0,0.015411575213749286,0.36972141686625487,0,0
1,1,651,0,0.05953203526170282,0.3319047018782302,0,1
0,2,827,1,0.08115719346076702,0.26887684356485564,2,1
0,1,118,0,0.2995388511917728,0.4957771334930039,0,1
0,3,772,1,0.06104473451835265,0.483171561830329,5,0
1,3,505,0,0.013760683560491965,0.25627127190218074,0,0
0,3,189,1,0.030253985132996517,0.21845455691415605,0,1
1,3,498,0,0.015126992566498259,0.26887684356485564,0,0
1,3,720,0,0.015712553569072387,0.43274927517962936,0,0
0,2,62,1,0.12687155055772734,0.29408798689020543,2,1
1,3,361,1,0.028106928123558056,0.42014370351695446,1,0
0,3,871,1,0.031425107138144774,0.3192991302155552,0,0
0,2,201,2,0.07612293033463641,0.04197655363670742,1,1
1,2,537,0,0.020494635090094415,0.3192991302155552,0,0
1,3,272,1,0.028212719478023115,0.3319047018782302,0,0
1,1,342,1,0.10257896680493714,0.5209882768183537,0,1
1,3,654,1,0.030725752114070404,0.24366570023950587,1,1
1,3,425,0,0.015330377421392339,0.25627127190218074,0,0
1,3,322,0,0.031425107138144774,0.25627127190218074,0,0
1,1,385,0,0.06308600017332605,0.7604941384091768,0,0
1,2,879,0,0.024105594605968193,0.7100718517584772,0,0
0,1,135,0,0.15216446768991498,0.25627127190218074,0,1
1,3,403,0,0.015411575213749286,0.3192991302155552,0,0
1,3,604,0,0.015094396337354966,0.21845455691415605,0,0
1,1,262,0,0.05855610025741262,1.0,0,1
1,3,479,0,0.013768881414528002,0.6344384217824278,0,0
1,1,9,0,0.05953203526170282,0.39493256019160466,0,1
1,1,734,0,0.0,0.36972141686625487,0,0
0,3,180,3,0.05445717323939373,0.10500441195008194,2,0
0,2,208,0,0.025374310111545468,0.3445102735409051,0,1
1,3,273,0,0.015468569817999833,0.39493256019160466,0,0
1,2,421,1,0.05123658772523604,0.38232698852892977,1,0
0,3,830,0,0.07746484096553544,0.5083827051556787,5,0
1,3,613,1,0.031425107138144774,0.45796041850497915,0,0
1,3,415,0,0.015330377421392339,0.24366570023950587,0,0
0,1,238,0,0.13526459159462315,0.29408798689020543,0,1
0,3,192,3,0.05445717323939373,0.01676541031135762,2,0
1,3,313,0,0.11027245763075773,0.39493256019160466,0,1
0,3,130,2,0.03758969818624431,0.0010084457330139917,1,1
1,1,432,1,0.1497654242623688,0.5966217067944031,0,1
1,3,551,0,0.015411575213749286,0.23106012857683098,0,0
1,1,2,0,0.06929138530460494,0.6974662800958024,0,1
1,3,341,0,0.014736618564782174,0.25627127190218074,0,0
0,3,68,0,0.014736618564782174,0.28148241522753054,0,1
1,3,578,0,0.015411575213749286,0.28148241522753054,0,0
0,2,124,0,0.044893010197349675,0.21845455691415605,1,1
1,3,482,0,0.01646070534336126,0.25627127190218074,0,0
0,3,138,0,0.015281580671177828,0.19324341358880626,0,1
0,3,137,0,0.013175122557917838,0.21845455691415605,0,0
1,2,546,2,0.1434624456306609,0.29408798689020543,0,0
1,3,253,0,0.015411575213749286,0.3319047018782302,0,0
0,3,820,1,0.030253985132996517,0.39493256019160466,1,0
1,2,393,0,0.025374310111545468,0.28148241522753054,0,0
1,1,280,0,0.22109807522194713,0.7226774234211522,2,0
1,1,8,2,0.2608674266467732,0.6218328501197529,0,1
1,3,580,0,0.014102260811993537,0.4957771334930039,0,0
1,1,339,0,0.04994347384455151,0.5840161351317282,0,0
1,3,609,0,0.014630827210317117,0.44535484684230425,0,0
1,3,345,1,0.015468569817999833,0.24366570023950587,0,1
1,2,548,2,0.1434624456306609,0.39493256019160466,0,0
1,2,632,0,0.025374310111545468,0.30669355855288033,0,0
1,3,530,0,0.015175789316712771,0.609227278457078,0,0
1,3,451,0,0.015712553569072387,0.5335938484810286,0,0
0,1,789,1,0.10149724044618187,0.5966217067944031,0,1
0,2,860,1,0.07612293033463641,0.4957771334930039,1,1
1,1,697,1,0.10149724044618187,0.38232698852892977,0,0
1,2,429,0,0.020494635090094415,0.8739442833732509,0,0
1,2,312,0,0.025374310111545468,0.38232698852892977,0,1
1,2,353,0,0.0,0.23106012857683098,0,0
1,3,405,0,0.015175789316712771,0.21845455691415605,0,0
1,3,380,0,0.015712553569072387,0.3003907727215429,0,0
0,3,77,0,0.019209719063445922,0.21845455691415605,0,1
0,3,798,1,0.09154270340242172,0.5335938484810286,6,0
1,1,688,0,1.0,0.44535484684230425,1,1
0,3,167,0,0.01588334219482317,0.3445102735409051,0,0
1,1,408,0,0.1497654242623688,0.3319047018782302,0,1
1,3,696,0,0.01800600082915438,0.24366570023950587,0,0
1,3,303,5,0.09154270340242172,0.16803227026345646,2,0
1,2,695,1,0.07612293033463641,0.747888566746502,1,0
1,2,512,1,0.08115719346076702,0.30669355855288033,2,0
1,3,449,4,0.07746484096553544,0.16803227026345646,1,0
1,3,295,0,0.019852079483269742,0.23106012857683098,0,0
1,3,329,0,0.015216388212891242,0.21845455691415605,0,0
0,1,132,0,0.41250332793836464,0.18063784192613136,1,1
1,1,247,1,0.11125659048908397,0.38232698852892977,0,1
0,3,184,0,0.026187654344120927,0.04197655363670742,1,1
1,3,263,0,0.11027245763075773,0.45796041850497915,0,1
1,3,528,0,0.014102260811993537,0.30669355855288033,0,0
1,1,1,0,0.051822148727810165,0.747888566746502,0,0
1,2,309,0,0.026350245115835676,0.6470439934451027,0,0
1,3,461,0,0.015712553569072387,0.5461994201437035,0,0
0,3,165,0,0.015094396337354966,0.23106012857683098,0,1
1,1,486,1,0.21642978772242535,0.609227278457078,1,0
1,3,243,0,0.014931805565640218,0.5209882768183537,0,0
0,1,824,1,0.4440992237022602,0.21845455691415605,0,1
1,1,672,0,0.05130978285055781,0.43274927517962936,0,1
0,3,223,0,0.028212719478023115,0.21845455691415605,1,0
1,3,560,0,0.015110792045427042,0.30669355855288033,0,0
1,3,422,1,0.015330377421392339,0.3192991302155552,0,0
1,2,431,0,0.050748620223090936,0.483171561830329,0,0
0,2,794,0,0.026350245115835676,0.5588049918063784,0,1
1,1,338,0,0.05130978285055781,0.5209882768183537,0,1
0,1,60,0,0.29580589980036276,0.26887684356485564,0,1
1,3,33,1,0.029757819776815374,0.04197655363670742,1,1
0,1,237,0,0.09662576327876685,0.29408798689020543,0,1
1,1,434,0,0.051822148727810165,0.5083827051556787,0,0
1,1,348,1,0.10149724044618187,0.5966217067944031,0,1
1,3,284,0,0.018510168852370702,0.35711584520358,0,0
1,2,658,0,0.025374310111545468,0.6470439934451027,0,0
1,3,618,0,0.014931805565640218,0.23106012857683098,0,0
0,1,97,0,0.4440992237022602,0.4705659901676541,0,1
0,2,108,0,0.020494635090094415,0.3319047018782302,0,1
1,3,554,0,0.015175789316712771,0.40753813185427956,0,0
0,2,82,0,0.06441171028315387,0.06718769696205723,1,1
1,3,681,1,0.013768881414528002,0.20584898525148115,0,0
1,2,733,0,0.025374310111545468,0.42014370351695446,0,0
1,2,430,0,0.025374310111545468,0.6218328501197529,0,0
1,1,594,1,0.10364429745562033,0.3319047018782302,0,1
1,3,553,0,0.016908073949327893,0.24366570023950587,0,0
0,2,844,3,0.04098927018018883,0.36972141686625487,0,1
0,3,191,0,0.015102594191391004,0.3445102735409051,0,1
1,2,533,1,0.050748620223090936,0.30669355855288033,0,0
0,3,218,1,0.015468569817999833,0.30669355855288033,0,0
0,1,112,0,0.41250332793836464,0.35711584520358,0,1
1,3,435,0,0.036670757786204655,0.13021555527543174,0,0
1,2,648,0,0.0,0.5083827051556787,0,0
1,2,739,0,0.025374310111545468,0.28148241522753054,0,0
1,2,581,0,0.025374310111545468,0.28148241522753054,0,0
1,3,547,0,0.031425107138144774,0.3508130593722425,0,0
0,3,784,1,0.06709553154495196,0.5966217067944031,3,0
1,1,407,0,1.0,0.43274927517962936,0,1
1,3,520,0,0.015411575213749286,0.24366570023950587,0,0
1,3,577,0,0.015411575213749286,0.39493256019160466,0,0
1,1,715,0,0.05855610025741262,0.5588049918063784,0,1
1,1,702,1,0.15390495017656614,0.44535484684230425,0,0
0,1,229,2,0.5121218935012878,0.25627127190218074,2,1
1,3,584,1,0.031425107138144774,0.29408798689020543,0,0
1,3,517,0,0.015468569817999833,0.38232698852892977,0,1
1,1,0,1,0.13858277060920987,0.8739442833732509,1,0
1,3,653,1,0.03952536767375352,0.19324341358880626,1,0
0,2,74,0,0.025374310111545468,0.36972141686625487,0,1
1,1,319,1,0.10364429745562033,0.23106012857683098,0,0
1,3,572,0,0.015126992566498259,0.38232698852892977,0,0
0,2,159,1,0.044893010197349675,0.04197655363670742,1,1
1,3,42,0,0.024349578357040744,0.06718769696205723,1,1
1,3,483,0,0.018542765081513996,0.40753813185427956,0,0
1,3,534,0,0.015411575213749286,0.28148241522753054,0,0
0,2,848,1,0.12687155055772734,0.5966217067944031,2,1
1,2,49,1,0.028302115124416098,0.0,1,1
1,3,283,0,0.015216388212891242,0.3445102735409051,0,0
1,2,615,0,0.022446505098674838,0.21845455691415605,0,0
1,3,692,0,0.015712553569072387,0.42014370351695446,0,0
0,1,886,0,0.16883675574220638,0.40753813185427956,0,1
1,3,493,0,0.028302115124416098,0.28148241522753054,0,0
1,3,441,0,0.013907073811135496,0.5083827051556787,0,0
1,3,409,0,0.014110458666029575,0.24366570023950587,0,1
0,1,874,1,0.23422440102965048,0.44535484684230425,2,1
1,3,413,0,0.015175789316712771,0.19324341358880626,0,0
0,1,823,1,0.15216446768991498,0.6344384217824278,0,1
1,1,6,0,0.07729405233978466,0.5714105634690533,0,0
0,3,210,0,0.015126992566498259,0.3760242026975923,0,0
1,3,318,1,0.04713766070721715,0.3445102735409051,0,0
1,3,317,0,0.016322512946753766,0.39493256019160466,0,0
1,3,634,0,0.018542765081513996,0.29408798689020543,0,0
1,3,588,0,0.015330377421392339,0.5966217067944031,0,0
0,2,765,0,0.020494635090094415,0.7100718517584772,0,0
1,3,325,0,0.014102260811993537,0.35711584520358,0,0
0,2,788,1,0.044893010197349675,0.6722551367704526,3,1
1,3,608,0,0.015126992566498259,0.21845455691415605,0,0
1,3,652,0,0.015126992566498259,0.24366570023950587,0,0
0,3,235,0,0.024349578357040744,0.05458212529938233,0,1
1,3,689,0,0.015102594191391004,0.26887684356485564,0,0
0,1,786,0,0.41250332793836464,0.5335938484810286,1,1
0,3,88,0,0.014110458666029575,0.15542669860078154,0,1
0,1,767,1,0.11125659048908397,0.20584898525148115,0,1
1,1,576,0,0.05855610025741262,0.35711584520358,0,0
1,3,268,1,0.04577135170121086,0.43274927517962936,2,0
1,3,721,0,0.013760683560491965,0.30669355855288033,0,0
1,3,240,0,0.014151057562208049,0.30669355855288033,0,0
0,3,76,0,0.014630827210317117,0.21845455691415605,0,1
1,3,29,4,0.05684821399990475,0.09239884028740704,1,0
1,3,19,1,0.04015972542654215,0.004159838648682718,2,1
1,1,288,0,0.15458810467956932,0.5714105634690533,0,0
1,3,269,0,0.015126992566498259,0.24366570023950587,0,0
1,2,257,0,0.050748620223090936,0.19324341358880626,0,0
0,3,227,8,0.13575255909676825,0.25627127190218074,2,0
1,1,730,0,0.05991421140938287,0.5335938484810286,0,0
1,3,646,0,0.015411575213749286,0.30669355855288033,0,0
1,2,644,0,0.025374310111545468,0.483171561830329,0,0
0,1,5,0,0.050610427826483444,0.609227278457078,0,1
0,3,836,0,0.016948672845506364,0.38232698852892977,0,1
1,3,752,0,0.014110458666029575,0.36972141686625487,0,0
0,3,818,1,0.04713766070721715,0.36972141686625487,1,0
1,2,562,0,0.025374310111545468,0.42014370351695446,0,0
0,2,807,1,0.05123658772523604,0.38232698852892977,1,1
