hr,workingday,yr,dteday,atemp,season,weathersit,weekday,hum,mnth,windspeed,holiday,registered
0,1,0,178,0.6061,3,2,2,0.78,6,0.15786998942047725,0,25
1,1,0,178,0.6212,3,1,2,0.74,6,0.0,0,8
2,1,0,178,0.6212,3,2,2,0.74,6,0.0,0,9
3,1,0,178,0.6212,3,2,2,0.74,6,0.0,0,2
4,1,0,178,0.6212,3,1,2,0.74,6,0.0,0,7
5,1,0,178,0.6061,3,1,2,0.78,6,0.0,0,20
6,1,0,178,0.6061,3,1,2,0.83,6,0.19301751498765723,0,117
7,1,0,178,0.6364,3,1,2,0.83,6,0.22804749030210414,0,320
8,1,0,178,0.6667,3,1,2,0.79,6,0.19301751498765723,0,417
9,1,0,178,0.6970000000000001,3,1,2,0.7,6,0.0,0,208
10,1,0,178,0.7424,3,1,2,0.49,6,0.19301751498765723,0,112
11,1,0,178,0.7576,3,1,2,0.46,6,0.0,0,118
12,1,0,178,0.7727,3,1,2,0.47,6,0.2631950158692841,0,161
13,1,0,178,0.7576,3,1,2,0.44,6,0.0,0,156
14,1,0,178,0.7879,3,1,2,0.44,6,0.2631950158692841,0,117
15,1,0,178,0.7879,3,1,2,0.41,6,0.0,0,127
16,1,0,178,0.8029999999999999,3,1,2,0.47,6,0.33337251675091106,0,220
17,1,0,178,0.7879,3,3,2,0.56,6,0.33337251675091106,0,509
18,1,0,178,0.7576,3,3,2,0.55,6,0.3508875044081345,0,436
19,1,0,178,0.6818,3,2,2,0.58,6,0.5439050193957917,0,255
20,1,0,178,0.6818,3,1,2,0.62,6,0.0,0,246
21,1,0,178,0.6970000000000001,3,1,2,0.66,6,0.33337251675091106,0,164
22,1,0,178,0.6515,3,1,2,0.7,6,0.3508875044081345,0,104
23,1,0,178,0.6515,3,1,2,0.7,6,0.33337251675091106,0,58
0,1,0,179,0.6364,3,2,3,0.79,6,0.33337251675091106,0,25
1,1,0,179,0.6364,3,1,3,0.79,6,0.3508875044081345,0,18
2,1,0,179,0.6061,3,1,3,0.83,6,0.2631950158692841,0,9
3,1,0,179,0.6061,3,2,3,0.83,6,0.12284001410603033,0,3
4,1,0,179,0.6061,3,1,3,0.83,6,0.12284001410603033,0,5
5,1,0,179,0.5758,3,1,3,0.83,6,0.22804749030210414,0,19
6,1,0,179,0.6212,3,1,3,0.69,6,0.3508875044081345,0,104
7,1,0,179,0.6515,3,1,3,0.54,6,0.2631950158692841,0,318
8,1,0,179,0.6515,3,1,3,0.48,6,0.33337251675091106,0,499
9,1,0,179,0.6515,3,1,3,0.45,6,0.45621253085694136,0,189
10,1,0,179,0.6667,3,1,3,0.42,6,0.33337251675091106,0,95
11,1,0,179,0.6667,3,1,3,0.35,6,0.2631950158692841,0,117
12,1,0,179,0.6667,3,1,3,0.35,6,0.298224991183731,0,188
13,1,0,179,0.6970000000000001,3,1,3,0.31,6,0.38603502997531447,0,186
14,1,0,179,0.6970000000000001,3,1,3,0.31,6,0.22804749030210414,0,138
15,1,0,179,0.7121,3,1,3,0.3,6,0.19301751498765723,0,146
16,1,0,179,0.7121,3,1,3,0.3,6,0.49124250617138826,0,268
17,1,0,179,0.7121,3,1,3,0.26,6,0.49124250617138826,0,492
18,1,0,179,0.6970000000000001,3,1,3,0.29,6,0.3508875044081345,0,510
19,1,0,179,0.6667,3,1,3,0.35,6,0.45621253085694136,0,341
20,1,0,179,0.6515,3,1,3,0.37,6,0.3508875044081345,0,264
21,1,0,179,0.6515,3,1,3,0.39,6,0.2631950158692841,0,195
22,1,0,179,0.6364,3,1,3,0.42,6,0.22804749030210414,0,151
23,1,0,179,0.6364,3,1,3,0.47,6,0.22804749030210414,0,97
0,1,0,180,0.6212,3,1,4,0.5,6,0.19301751498765723,0,39
1,1,0,180,0.6212,3,1,4,0.53,6,0.15786998942047725,0,19
2,1,0,180,0.6212,3,1,4,0.57,6,0.15786998942047725,0,6
3,1,0,180,0.6061,3,1,4,0.6,6,0.19301751498765723,0,7
4,1,0,180,0.5455,3,1,4,0.64,6,0.15786998942047725,0,4
5,1,0,180,0.5455,3,1,4,0.64,6,0.298224991183731,0,24
6,1,0,180,0.6061,3,1,4,0.64,6,0.298224991183731,0,119
7,1,0,180,0.6061,3,1,4,0.61,6,0.2631950158692841,0,291
8,1,0,180,0.6364,3,1,4,0.47,6,0.2631950158692841,0,511
9,1,0,180,0.6364,3,1,4,0.42,6,0.2631950158692841,0,227
10,1,0,180,0.6515,3,1,4,0.42,6,0.22804749030210414,0,97
11,1,0,180,0.6515,3,1,4,0.37,6,0.15786998942047725,0,122
12,1,0,180,0.6667,3,1,4,0.35,6,0.19301751498765723,0,183
13,1,0,180,0.6667,3,1,4,0.33,6,0.22804749030210414,0,162
14,1,0,180,0.6818,3,1,4,0.31,6,0.22804749030210414,0,117
15,1,0,180,0.6667,3,1,4,0.25,6,0.298224991183731,0,176
16,1,0,180,0.6970000000000001,3,1,4,0.26,6,0.15786998942047725,0,260
17,1,0,180,0.6818,3,1,4,0.27,6,0.42106500528976143,0,496
18,1,0,180,0.6667,3,1,4,0.29,6,0.298224991183731,0,472
19,1,0,180,0.6515,3,1,4,0.33,6,0.22804749030210414,0,366
20,1,0,180,0.6515,3,1,4,0.33,6,0.22804749030210414,0,285
21,1,0,180,0.6515,3,1,4,0.37,6,0.12284001410603033,0,242
22,1,0,180,0.6364,3,1,4,0.42,6,0.19301751498765723,0,164
23,1,0,180,0.6212,3,1,4,0.5,6,0.0,0,99
0,1,0,181,0.6212,3,1,5,0.5,7,0.0,0,48
1,1,0,181,0.6212,3,1,5,0.5,7,0.0,0,16
2,1,0,181,0.6061,3,1,5,0.69,7,0.0,0,7
3,1,0,181,0.6212,3,1,5,0.53,7,0.0,0,6
4,1,0,181,0.6212,3,1,5,0.57,7,0.0,0,5
5,1,0,181,0.6061,3,1,5,0.64,7,0.15786998942047725,0,27
6,1,0,181,0.6061,3,1,5,0.61,7,0.15786998942047725,0,97
7,1,0,181,0.6212,3,1,5,0.54,7,0.12284001410603033,0,218
8,1,0,181,0.6364,3,1,5,0.42,7,0.19301751498765723,0,453
9,1,0,181,0.6515,3,1,5,0.35,7,0.19301751498765723,0,202
10,1,0,181,0.6667,3,1,5,0.33,7,0.19301751498765723,0,109
11,1,0,181,0.6970000000000001,3,1,5,0.26,7,0.0,0,146
12,1,0,181,0.6970000000000001,3,1,5,0.26,7,0.0,0,180
13,1,0,181,0.6818,3,1,5,0.24,7,0.0,0,209
14,1,0,181,0.6970000000000001,3,1,5,0.23,7,0.22804749030210414,0,225
15,1,0,181,0.6970000000000001,3,1,5,0.21,7,0.298224991183731,0,299
16,1,0,181,0.6970000000000001,3,1,5,0.17,7,0.0,0,342
17,1,0,181,0.6970000000000001,3,1,5,0.21,7,0.22804749030210414,0,362
18,1,0,181,0.6818,3,1,5,0.24,7,0.298224991183731,0,324
19,1,0,181,0.6667,3,1,5,0.25,7,0.22804749030210414,0,238
20,1,0,181,0.6515,3,1,5,0.42,7,0.2631950158692841,0,185
21,1,0,181,0.6364,3,1,5,0.45,7,0.22804749030210414,0,149
22,1,0,181,0.6364,3,1,5,0.42,7,0.0,0,173
23,1,0,181,0.6364,3,1,5,0.47,7,0.10532502644880687,0,96
0,0,0,182,0.6364,3,1,6,0.47,7,0.10532502644880687,0,84
1,0,0,182,0.6212,3,1,6,0.54,7,0.0,0,58
2,0,0,182,0.6212,3,1,6,0.53,7,0.0,0,43
3,0,0,182,0.6212,3,1,6,0.53,7,0.0,0,21
4,0,0,182,0.6061,3,1,6,0.61,7,0.0,0,8
5,0,0,182,0.5455,3,1,6,0.73,7,0.12284001410603033,0,13
6,0,0,182,0.6061,3,1,6,0.69,7,0.12284001410603033,0,21
7,0,0,182,0.6061,3,1,6,0.65,7,0.0,0,35
8,0,0,182,0.6364,3,1,6,0.57,7,0.0,0,94
9,0,0,182,0.6667,3,1,6,0.51,7,0.10532502644880687,0,124
10,0,0,182,0.7121,3,1,6,0.36,7,0.0,0,168
11,0,0,182,0.7121,3,1,6,0.36,7,0.10532502644880687,0,213
12,0,0,182,0.7121,3,1,6,0.3,7,0.15786998942047725,0,232
13,0,0,182,0.7121,3,1,6,0.3,7,0.12284001410603033,0,226
14,0,0,182,0.7121,3,1,6,0.2,7,0.0,0,215
15,0,0,182,0.7273,3,1,6,0.19,7,0.19301751498765723,0,163
16,0,0,182,0.7424,3,1,6,0.22,7,0.2631950158692841,0,192
17,0,0,182,0.7273,3,1,6,0.3,7,0.2631950158692841,0,170
18,0,0,182,0.7121,3,1,6,0.3,7,0.33337251675091106,0,190
19,0,0,182,0.6970000000000001,3,1,6,0.33,7,0.2631950158692841,0,149
20,0,0,182,0.6818,3,1,6,0.45,7,0.33337251675091106,0,148
21,0,0,182,0.6667,3,1,6,0.48,7,0.22804749030210414,0,137
22,0,0,182,0.6667,3,1,6,0.51,7,0.19301751498765723,0,123
23,0,0,182,0.6667,3,1,6,0.54,7,0.33337251675091106,0,88
0,0,0,183,0.6515,3,1,0,0.58,7,0.2631950158692841,0,97
1,0,0,183,0.6515,3,2,0,0.61,7,0.19301751498765723,0,55
2,0,0,183,0.6515,3,1,0,0.58,7,0.22804749030210414,0,50
3,0,0,183,0.6364,3,3,0,0.65,7,0.10532502644880687,0,25
4,0,0,183,0.6364,3,3,0,0.65,7,0.10532502644880687,0,2
5,0,0,183,0.5758,3,3,0,0.83,7,0.22804749030210414,0,1
6,0,0,183,0.5455,3,2,0,0.94,7,0.10532502644880687,0,3
7,0,0,183,0.5758,3,2,0,0.89,7,0.22804749030210414,0,22
8,0,0,183,0.6364,3,1,0,0.79,7,0.2631950158692841,0,53
9,0,0,183,0.6667,3,1,0,0.74,7,0.298224991183731,0,99
10,0,0,183,0.6970000000000001,3,1,0,0.66,7,0.19301751498765723,0,133
11,0,0,183,0.7121,3,1,0,0.62,7,0.12284001410603033,0,175
12,0,0,183,0.7576,3,1,0,0.55,7,0.12284001410603033,0,206
13,0,0,183,0.7727,3,1,0,0.59,7,0.2631950158692841,0,173
14,0,0,183,0.7879,3,1,0,0.56,7,0.298224991183731,0,150
15,0,0,183,0.8029999999999999,3,1,0,0.53,7,0.3508875044081345,0,182
16,0,0,183,0.8029999999999999,3,1,0,0.53,7,0.3508875044081345,0,219
17,0,0,183,0.7424,3,3,0,0.49,7,1.0,0,177
18,0,0,183,0.7424,3,3,0,0.49,7,1.0,0,107
19,0,0,183,0.6061,3,2,0,0.83,7,0.22804749030210414,0,83
20,0,0,183,0.6061,3,3,0,0.83,7,0.0,0,93
21,0,0,183,0.6061,3,2,0,0.83,7,0.19301751498765723,0,92
22,0,0,183,0.6061,3,2,0,0.78,7,0.12284001410603033,0,93
23,0,0,183,0.5758,3,1,0,0.83,7,0.19301751498765723,0,77
0,0,0,184,0.5758,3,1,1,0.83,7,0.15786998942047725,1,77
1,0,0,184,0.5758,3,1,1,0.83,7,0.10532502644880687,1,76
2,0,0,184,0.5758,3,1,1,0.83,7,0.0,1,30
3,0,0,184,0.5909,3,1,1,0.78,7,0.0,1,13
4,0,0,184,0.6061,3,2,1,0.78,7,0.10532502644880687,1,4
5,0,0,184,0.5758,3,2,1,0.83,7,0.15786998942047725,1,3
6,0,0,184,0.5758,3,1,1,0.89,7,0.19301751498765723,1,11
7,0,0,184,0.6061,3,1,1,0.83,7,0.15786998942047725,1,19
8,0,0,184,0.6667,3,1,1,0.74,7,0.12284001410603033,1,44
9,0,0,184,0.6818,3,2,1,0.66,7,0.10532502644880687,1,96
10,0,0,184,0.6970000000000001,3,2,1,0.55,7,0.10532502644880687,1,114
11,0,0,184,0.6970000000000001,3,2,1,0.55,7,0.10532502644880687,1,172
12,0,0,184,0.7121,3,2,1,0.52,7,0.0,1,210
13,0,0,184,0.7121,3,2,1,0.49,7,0.0,1,181
14,0,0,184,0.7273,3,1,1,0.46,7,0.0,1,173
15,0,0,184,0.7424,3,1,1,0.43,7,0.10532502644880687,1,184
16,0,0,184,0.7424,3,1,1,0.41,7,0.0,1,216
17,0,0,184,0.7273,3,1,1,0.46,7,0.0,1,196
18,0,0,184,0.7273,3,1,1,0.46,7,0.15786998942047725,1,196
19,0,0,184,0.7121,3,2,1,0.49,7,0.19301751498765723,1,205
20,0,0,184,0.6970000000000001,3,2,1,0.55,7,0.12284001410603033,1,191
21,0,0,184,0.6818,3,2,1,0.62,7,0.12284001410603033,1,262
22,0,0,184,0.6818,3,2,1,0.62,7,0.15786998942047725,1,211
23,0,0,184,0.6818,3,2,1,0.7,7,0.12284001410603033,1,94
0,1,0,185,0.6515,3,2,2,0.65,7,0.19301751498765723,0,36
1,1,0,185,0.6515,3,1,2,0.65,7,0.12284001410603033,0,24
2,1,0,185,0.6212,3,1,2,0.74,7,0.10532502644880687,0,5
3,1,0,185,0.6212,3,1,2,0.74,7,0.2631950158692841,0,7
4,1,0,185,0.6212,3,1,2,0.69,7,0.19301751498765723,0,4
5,1,0,185,0.6212,3,1,2,0.69,7,0.0,0,19
6,1,0,185,0.6212,3,1,2,0.74,7,0.10532502644880687,0,91
7,1,0,185,0.6515,3,1,2,0.65,7,0.10532502644880687,0,248
8,1,0,185,0.6818,3,1,2,0.62,7,0.15786998942047725,0,391
9,1,0,185,0.6818,3,1,2,0.58,7,0.15786998942047725,0,177
10,1,0,185,0.6970000000000001,3,1,2,0.52,7,0.12284001410603033,0,84
11,1,0,185,0.6970000000000001,3,1,2,0.46,7,0.12284001410603033,0,97
12,1,0,185,0.7273,3,1,2,0.43,7,0.12284001410603033,0,130
13,1,0,185,0.7424,3,1,2,0.43,7,0.12284001410603033,0,136
14,1,0,185,0.7424,3,1,2,0.49,7,0.19301751498765723,0,112
15,1,0,185,0.7424,3,1,2,0.43,7,0.0,0,111
16,1,0,185,0.7576,3,1,2,0.46,7,0.12284001410603033,0,202
17,1,0,185,0.7576,3,1,2,0.46,7,0.12284001410603033,0,466
18,1,0,185,0.7576,3,1,2,0.55,7,0.19301751498765723,0,426
19,1,0,185,0.7727,3,1,2,0.59,7,0.15786998942047725,0,297
20,1,0,185,0.7273,3,1,2,0.66,7,0.12284001410603033,0,225
21,1,0,185,0.7424,3,1,2,0.62,7,0.298224991183731,0,168
22,1,0,185,0.7273,3,1,2,0.66,7,0.2631950158692841,0,124
23,1,0,185,0.6970000000000001,3,1,2,0.66,7,0.19301751498765723,0,54
0,1,0,186,0.6970000000000001,3,1,3,0.74,7,0.22804749030210414,0,26
1,1,0,186,0.6667,3,1,3,0.74,7,0.15786998942047725,0,11
2,1,0,186,0.6667,3,1,3,0.79,7,0.10532502644880687,0,4
3,1,0,186,0.6667,3,1,3,0.79,7,0.0,0,6
4,1,0,186,0.6364,3,2,3,0.83,7,0.10532502644880687,0,6
5,1,0,186,0.6364,3,1,3,0.83,7,0.10532502644880687,0,30
6,1,0,186,0.6667,3,1,3,0.79,7,0.10532502644880687,0,112
7,1,0,186,0.6970000000000001,3,2,3,0.79,7,0.0,0,288
8,1,0,186,0.6970000000000001,3,2,3,0.74,7,0.12284001410603033,0,397
9,1,0,186,0.6667,3,3,3,0.79,7,0.22804749030210414,0,158
10,1,0,186,0.6667,3,3,3,0.79,7,0.10532502644880687,0,30
11,1,0,186,0.6970000000000001,3,2,3,0.74,7,0.0,0,103
12,1,0,186,0.6970000000000001,3,2,3,0.66,7,0.10532502644880687,0,114
13,1,0,186,0.6970000000000001,3,2,3,0.7,7,0.12284001410603033,0,107
14,1,0,186,0.7273,3,1,3,0.66,7,0.33337251675091106,0,113
15,1,0,186,0.7273,3,1,3,0.7,7,0.33337251675091106,0,130
16,1,0,186,0.7273,3,1,3,0.7,7,0.298224991183731,0,218
17,1,0,186,0.7424,3,1,3,0.59,7,0.2631950158692841,0,517
18,1,0,186,0.7121,3,1,3,0.62,7,0.22804749030210414,0,486
19,1,0,186,0.6970000000000001,3,1,3,0.7,7,0.2631950158692841,0,323
20,1,0,186,0.6970000000000001,3,1,3,0.74,7,0.298224991183731,0,257
21,1,0,186,0.6667,3,1,3,0.79,7,0.22804749030210414,0,175
22,1,0,186,0.6667,3,1,3,0.79,7,0.22804749030210414,0,156
23,1,0,186,0.6364,3,1,3,0.83,7,0.2631950158692841,0,78
0,1,0,187,0.5909,3,1,4,0.89,7,0.15786998942047725,0,29
1,1,0,187,0.5909,3,1,4,0.89,7,0.22804749030210414,0,14
2,1,0,187,0.5909,3,1,4,0.89,7,0.22804749030210414,0,7
3,1,0,187,0.5606,3,1,4,0.94,7,0.12284001410603033,0,2
4,1,0,187,0.5758,3,1,4,0.89,7,0.12284001410603033,0,4
5,1,0,187,0.5758,3,1,4,0.89,7,0.12284001410603033,0,30
6,1,0,187,0.5758,3,2,4,0.89,7,0.15786998942047725,0,107
7,1,0,187,0.5909,3,2,4,0.89,7,0.12284001410603033,0,279
8,1,0,187,0.6667,3,2,4,0.79,7,0.22804749030210414,0,415
9,1,0,187,0.6970000000000001,3,1,4,0.7,7,0.19301751498765723,0,154
10,1,0,187,0.7424,3,1,4,0.62,7,0.0,0,72
11,1,0,187,0.7727,3,1,4,0.52,7,0.15786998942047725,0,112
12,1,0,187,0.7727,3,1,4,0.41,7,0.0,0,139
13,1,0,187,0.7879,3,1,4,0.41,7,0.0,0,107
14,1,0,187,0.7879,3,1,4,0.41,7,0.298224991183731,0,121
15,1,0,187,0.7879,3,1,4,0.41,7,0.298224991183731,0,119
16,1,0,187,0.7727,3,1,4,0.39,7,0.2631950158692841,0,218
17,1,0,187,0.7576,3,1,4,0.36,7,0.298224991183731,0,489
18,1,0,187,0.7576,3,1,4,0.44,7,0.3508875044081345,0,492
19,1,0,187,0.7727,3,1,4,0.52,7,0.33337251675091106,0,286
20,1,0,187,0.7121,3,1,4,0.58,7,0.42106500528976143,0,224
21,1,0,187,0.6818,3,1,4,0.62,7,0.19301751498765723,0,170
22,1,0,187,0.6818,3,1,4,0.62,7,0.19301751498765723,0,150
23,1,0,187,0.6818,3,1,4,0.66,7,0.0,0,98
0,1,0,188,0.6970000000000001,3,1,5,0.66,7,0.12284001410603033,0,41
1,1,0,188,0.6970000000000001,3,1,5,0.79,7,0.0,0,25
2,1,0,188,0.6667,3,2,5,0.74,7,0.19301751498765723,0,12
3,1,0,188,0.6364,3,1,5,0.79,7,0.12284001410603033,0,4
4,1,0,188,0.6667,3,1,5,0.79,7,0.298224991183731,0,4
5,1,0,188,0.6364,3,1,5,0.79,7,0.298224991183731,0,24
6,1,0,188,0.6667,3,1,5,0.74,7,0.12284001410603033,0,91
7,1,0,188,0.6667,3,2,5,0.79,7,0.22804749030210414,0,302
8,1,0,188,0.6970000000000001,3,2,5,0.74,7,0.298224991183731,0,421
9,1,0,188,0.7273,3,2,5,0.7,7,0.3508875044081345,0,211
10,1,0,188,0.6970000000000001,3,2,5,0.7,7,0.42106500528976143,0,108
11,1,0,188,0.7121,3,2,5,0.74,7,0.298224991183731,0,104
12,1,0,188,0.7273,3,2,5,0.7,7,0.33337251675091106,0,164
13,1,0,188,0.7576,3,2,5,0.66,7,0.33337251675091106,0,175
14,1,0,188,0.7879,3,2,5,0.63,7,0.42106500528976143,0,163
15,1,0,188,0.7879,3,2,5,0.63,7,0.42106500528976143,0,102
16,1,0,188,0.6364,3,3,5,0.83,7,0.5263900317385682,0,105
17,1,0,188,0.5909,3,3,5,0.89,7,0.5263900317385682,0,161
18,1,0,188,0.6061,3,1,5,0.83,7,0.10532502644880687,0,281
19,1,0,188,0.6061,3,1,5,0.83,7,0.10532502644880687,0,225
20,1,0,188,0.6061,3,1,5,0.83,7,0.19301751498765723,0,220
21,1,0,188,0.6061,3,2,5,0.83,7,0.298224991183731,0,158
22,1,0,188,0.6061,3,2,5,0.78,7,0.22804749030210414,0,136
23,1,0,188,0.6061,3,2,5,0.78,7,0.10532502644880687,0,111
0,0,0,189,0.6061,3,2,6,0.83,7,0.15786998942047725,0,90
1,0,0,189,0.5758,3,2,6,0.89,7,0.12284001410603033,0,48
2,0,0,189,0.5758,3,1,6,0.89,7,0.19301751498765723,0,43
3,0,0,189,0.5758,3,1,6,0.89,7,0.15786998942047725,0,23
4,0,0,189,0.5758,3,1,6,0.83,7,0.2631950158692841,0,4
5,0,0,189,0.5606,3,2,6,0.88,7,0.19301751498765723,0,11
6,0,0,189,0.5758,3,2,6,0.83,7,0.22804749030210414,0,27
7,0,0,189,0.6061,3,1,6,0.78,7,0.22804749030210414,0,50
8,0,0,189,0.6515,3,1,6,0.7,7,0.298224991183731,0,114
9,0,0,189,0.6818,3,1,6,0.58,7,0.33337251675091106,0,170
10,0,0,189,0.6970000000000001,3,1,6,0.52,7,0.19301751498765723,0,177
11,0,0,189,0.6970000000000001,3,1,6,0.46,7,0.3508875044081345,0,189
12,0,0,189,0.7273,3,1,6,0.46,7,0.298224991183731,0,221
13,0,0,189,0.7424,3,1,6,0.41,7,0.2631950158692841,0,249
14,0,0,189,0.7424,3,1,6,0.36,7,0.15786998942047725,0,215
15,0,0,189,0.7273,3,1,6,0.34,7,0.10532502644880687,0,220
16,0,0,189,0.7273,3,1,6,0.38,7,0.0,0,245
17,0,0,189,0.7273,3,1,6,0.32,7,0.0,0,241
18,0,0,189,0.7273,3,1,6,0.36,7,0.12284001410603033,0,246
19,0,0,189,0.6970000000000001,3,1,6,0.55,7,0.19301751498765723,0,178
20,0,0,189,0.7121,3,1,6,0.58,7,0.2631950158692841,0,185
21,0,0,189,0.6818,3,1,6,0.58,7,0.19301751498765723,0,155
22,0,0,189,0.6818,3,1,6,0.62,7,0.19301751498765723,0,154
23,0,0,189,0.6667,3,1,6,0.58,7,0.22804749030210414,0,93
0,0,0,190,0.6515,3,1,0,0.61,7,0.19301751498765723,0,112
1,0,0,190,0.6515,3,1,0,0.61,7,0.15786998942047725,0,94
2,0,0,190,0.6364,3,1,0,0.69,7,0.10532502644880687,0,68
3,0,0,190,0.6212,3,1,0,0.74,7,0.10532502644880687,0,19
4,0,0,190,0.6212,3,1,0,0.69,7,0.10532502644880687,0,5
5,0,0,190,0.6212,3,1,0,0.74,7,0.0,0,10
6,0,0,190,0.5909,3,1,0,0.78,7,0.10532502644880687,0,17
7,0,0,190,0.6515,3,1,0,0.7,7,0.10532502644880687,0,38
8,0,0,190,0.6818,3,1,0,0.66,7,0.0,0,65
9,0,0,190,0.6970000000000001,3,1,0,0.66,7,0.10532502644880687,0,107
10,0,0,190,0.6970000000000001,3,1,0,0.55,7,0.15786998942047725,0,173
11,0,0,190,0.7273,3,1,0,0.55,7,0.22804749030210414,0,177
12,0,0,190,0.7576,3,1,0,0.46,7,0.33337251675091106,0,244
13,0,0,190,0.7273,3,1,0,0.46,7,0.3508875044081345,0,228
14,0,0,190,0.7424,3,1,0,0.41,7,0.38603502997531447,0,227
15,0,0,190,0.7424,3,1,0,0.39,7,0.33337251675091106,0,219
16,0,0,190,0.7576,3,1,0,0.41,7,0.33337251675091106,0,244
17,0,0,190,0.7424,3,1,0,0.36,7,0.2631950158692841,0,217
18,0,0,190,0.7424,3,1,0,0.43,7,0.33337251675091106,0,222
19,0,0,190,0.7424,3,1,0,0.49,7,0.38603502997531447,0,183
20,0,0,190,0.6970000000000001,3,1,0,0.55,7,0.22804749030210414,0,167
21,0,0,190,0.6818,3,1,0,0.62,7,0.298224991183731,0,162
22,0,0,190,0.6970000000000001,3,1,0,0.66,7,0.2631950158692841,0,87
23,0,0,190,0.6818,3,1,0,0.66,7,0.298224991183731,0,53
0,1,0,191,0.6515,3,1,1,0.65,7,0.22804749030210414,0,25
1,1,0,191,0.6515,3,1,1,0.61,7,0.33337251675091106,0,5
2,1,0,191,0.6515,3,1,1,0.61,7,0.2631950158692841,0,4
3,1,0,191,0.6364,3,1,1,0.65,7,0.19301751498765723,0,8
4,1,0,191,0.6212,3,1,1,0.74,7,0.2631950158692841,0,4
5,1,0,191,0.6212,3,1,1,0.74,7,0.15786998942047725,0,21
6,1,0,191,0.6364,3,1,1,0.74,7,0.22804749030210414,0,102
7,1,0,191,0.6667,3,1,1,0.74,7,0.298224991183731,0,289
8,1,0,191,0.6970000000000001,3,1,1,0.66,7,0.33337251675091106,0,385
9,1,0,191,0.7424,3,1,1,0.59,7,0.3508875044081345,0,167
10,1,0,191,0.7576,3,1,1,0.55,7,0.42106500528976143,0,73
11,1,0,191,0.7879,3,1,1,0.56,7,0.3508875044081345,0,89
12,1,0,191,0.8029999999999999,3,1,1,0.53,7,0.33337251675091106,0,108
13,1,0,191,0.8182,3,1,1,0.5,7,0.298224991183731,0,119
14,1,0,191,0.8333,3,1,1,0.53,7,0.33337251675091106,0,94
15,1,0,191,0.8485,3,1,1,0.56,7,0.49124250617138826,0,108
16,1,0,191,0.8485,3,1,1,0.56,7,0.45621253085694136,0,182
17,1,0,191,0.8485,3,1,1,0.56,7,0.49124250617138826,0,455
18,1,0,191,0.8333,3,1,1,0.53,7,0.45621253085694136,0,415
19,1,0,191,0.8333,3,1,1,0.59,7,0.38603502997531447,0,293
20,1,0,191,0.6970000000000001,3,1,1,0.74,7,0.49124250617138826,0,194
21,1,0,191,0.6667,3,1,1,0.79,7,0.49124250617138826,0,109
22,1,0,191,0.6970000000000001,3,1,1,0.74,7,0.15786998942047725,0,70
23,1,0,191,0.6667,3,1,1,0.79,7,0.15786998942047725,0,44
0,1,0,192,0.6667,3,1,2,0.79,7,0.15786998942047725,0,19
1,1,0,192,0.6667,3,1,2,0.79,7,0.10532502644880687,0,8
2,1,0,192,0.6667,3,1,2,0.79,7,0.12284001410603033,0,7
3,1,0,192,0.6667,3,2,2,0.79,7,0.0,0,6
4,1,0,192,0.6667,3,1,2,0.79,7,0.19301751498765723,0,6
5,1,0,192,0.6667,3,1,2,0.79,7,0.10532502644880687,0,21
6,1,0,192,0.6818,3,1,2,0.58,7,0.2631950158692841,0,102
7,1,0,192,0.6970000000000001,3,1,2,0.55,7,0.22804749030210414,0,301
8,1,0,192,0.7121,3,1,2,0.58,7,0.2631950158692841,0,382
9,1,0,192,0.7273,3,1,2,0.55,7,0.5789349947102387,0,149
10,1,0,192,0.7727,3,1,2,0.52,7,0.19301751498765723,0,85
11,1,0,192,0.7727,3,1,2,0.52,7,0.19301751498765723,0,86
12,1,0,192,0.7879,3,1,2,0.44,7,0.3508875044081345,0,125
13,1,0,192,0.8029999999999999,3,1,2,0.47,7,0.2631950158692841,0,104
14,1,0,192,0.8485,3,1,2,0.42,7,0.3508875044081345,0,91
15,1,0,192,0.8485,3,1,2,0.42,7,0.42106500528976143,0,111
16,1,0,192,0.7879,3,1,2,0.44,7,0.33337251675091106,0,177
17,1,0,192,0.8182,3,1,2,0.44,7,0.33337251675091106,0,380
18,1,0,192,0.8029999999999999,3,1,2,0.47,7,0.3508875044081345,0,472
19,1,0,192,0.7576,3,1,2,0.44,7,0.33337251675091106,0,295
20,1,0,192,0.7424,3,1,2,0.43,7,0.22804749030210414,0,251
21,1,0,192,0.7424,3,1,2,0.43,7,0.12284001410603033,0,209
22,1,0,192,0.7273,3,1,2,0.46,7,0.15786998942047725,0,150
23,1,0,192,0.7121,3,1,2,0.52,7,0.0,0,59
0,1,0,193,0.7121,3,1,3,0.62,7,0.0,0,37
1,1,0,193,0.6970000000000001,3,1,3,0.55,7,0.0,0,11
2,1,0,193,0.6970000000000001,3,1,3,0.55,7,0.0,0,3
3,1,0,193,0.6818,3,1,3,0.58,7,0.22804749030210414,0,4
4,1,0,193,0.6818,3,1,3,0.58,7,0.298224991183731,0,5
5,1,0,193,0.6818,3,1,3,0.58,7,0.22804749030210414,0,22
6,1,0,193,0.6818,3,1,3,0.58,7,0.19301751498765723,0,103
7,1,0,193,0.6970000000000001,3,1,3,0.55,7,0.298224991183731,0,281
8,1,0,193,0.7424,3,1,3,0.49,7,0.298224991183731,0,418
