workingday,atemp,hr,yr,season,dteday,mnth,weekday,hum,weathersit,windspeed,holiday,casual
0,0.4394,12,0,2,92,4,0,0.38,1,0.33337251675091106,0,166
0,0.4394,13,0,2,92,4,0,0.33,1,0.3508875044081345,0,219
0,0.4545,14,0,2,92,4,0,0.31,1,0.15786998942047725,0,240
0,0.4545,15,0,2,92,4,0,0.33,2,0.0,0,174
0,0.4545,16,0,2,92,4,0,0.31,2,0.22804749030210414,0,147
0,0.4545,17,0,2,92,4,0,0.28,2,0.15786998942047725,0,148
0,0.4545,18,0,2,92,4,0,0.31,2,0.0,0,71
0,0.4242,19,0,2,92,4,0,0.44,2,0.22804749030210414,0,51
0,0.4242,20,0,2,92,4,0,0.41,3,0.2631950158692841,0,24
0,0.4242,21,0,2,92,4,0,0.44,2,0.2631950158692841,0,8
0,0.4091,22,0,2,92,4,0,0.43,1,0.12284001410603033,0,7
0,0.4091,23,0,2,92,4,0,0.5,1,0.10532502644880687,0,9
1,0.4091,0,0,2,93,4,1,0.5,1,0.2631950158692841,0,1
1,0.4091,1,0,2,93,4,1,0.56,1,0.42106500528976143,0,7
1,0.3939,2,0,2,93,4,1,0.66,1,0.298224991183731,0,1
1,0.3939,3,0,2,93,4,1,0.66,1,0.33337251675091106,0,1
1,0.3939,4,0,2,93,4,1,0.71,1,0.3508875044081345,0,1
1,0.4091,5,0,2,93,4,1,0.62,1,0.298224991183731,0,0
1,0.4242,6,0,2,93,4,1,0.58,1,0.33337251675091106,0,3
1,0.4394,7,0,2,93,4,1,0.54,2,0.298224991183731,0,7
1,0.4545,8,0,2,93,4,1,0.55,2,0.3508875044081345,0,31
1,0.4848,9,0,2,93,4,1,0.51,2,0.45621253085694136,0,24
1,0.5152,10,0,2,93,4,1,0.45,2,0.42106500528976143,0,35
1,0.6212,11,0,2,93,4,1,0.4,1,0.45621253085694136,0,58
1,0.6212,12,0,2,93,4,1,0.36,1,0.5439050193957917,0,59
1,0.6364,13,0,2,93,4,1,0.34,1,0.38603502997531447,0,47
1,0.6515,14,0,2,93,4,1,0.27,2,0.5789349947102387,0,47
1,0.6667,15,0,2,93,4,1,0.23,1,0.6491124955918656,0,47
1,0.6515,16,0,2,93,4,1,0.22,1,0.6140825202774186,0,59
1,0.6515,17,0,2,93,4,1,0.23,1,0.7192899964734925,0,83
1,0.6364,18,0,2,93,4,1,0.23,2,0.5789349947102387,0,78
1,0.6364,19,0,2,93,4,1,0.24,1,0.5439050193957917,0,51
1,0.6364,20,0,2,93,4,1,0.24,2,0.6491124955918656,0,40
1,0.6364,21,0,2,93,4,1,0.3,2,0.5263900317385682,0,19
1,0.6364,22,0,2,93,4,1,0.36,2,0.5439050193957917,0,17
1,0.6212,23,0,2,93,4,1,0.47,2,0.2631950158692841,0,18
1,0.6212,0,0,2,94,4,2,0.5,1,0.12284001410603033,0,10
1,0.6212,1,0,2,94,4,2,0.57,3,0.49124250617138826,0,10
1,0.5152,2,0,2,94,4,2,0.73,2,0.38603502997531447,0,0
1,0.5152,3,0,2,94,4,2,0.73,2,0.38603502997531447,0,1
1,0.4848,4,0,2,94,4,2,0.88,3,0.5789349947102387,0,0
1,0.4545,5,0,2,94,4,2,0.94,3,0.3508875044081345,0,0
1,0.4697,6,0,2,94,4,2,0.88,2,0.38603502997531447,0,2
1,0.4697,7,0,2,94,4,2,0.88,2,0.38603502997531447,0,10
1,0.3939,8,0,2,94,4,2,0.87,3,0.6842600211590455,0,9
1,0.3182,9,0,2,94,4,2,0.87,3,0.5789349947102387,0,2
1,0.303,10,0,2,94,4,2,0.81,3,0.45621253085694136,0,3
1,0.2879,11,0,2,94,4,2,0.81,3,0.5263900317385682,0,1
1,0.303,12,0,2,94,4,2,0.71,2,0.45621253085694136,0,6
1,0.3333,13,0,2,94,4,2,0.63,2,0.49124250617138826,0,5
1,0.3182,14,0,2,94,4,2,0.57,2,0.5789349947102387,0,9
1,0.4091,15,0,2,94,4,2,0.46,1,0.5439050193957917,0,6
1,0.3939,16,0,2,94,4,2,0.46,1,0.49124250617138826,0,17
1,0.4242,17,0,2,94,4,2,0.38,1,0.49124250617138826,0,27
1,0.3939,18,0,2,94,4,2,0.4,1,0.5789349947102387,0,19
1,0.3333,19,0,2,94,4,2,0.43,1,0.3508875044081345,0,12
1,0.3182,20,0,2,94,4,2,0.46,1,0.33337251675091106,0,4
1,0.2879,21,0,2,94,4,2,0.46,1,0.6140825202774186,0,8
1,0.303,22,0,2,94,4,2,0.49,1,0.3508875044081345,0,3
1,0.2879,23,0,2,94,4,2,0.49,1,0.33337251675091106,0,3
1,0.3182,0,0,2,95,4,3,0.49,1,0.12284001410603033,0,0
1,0.2727,1,0,2,95,4,3,0.6,1,0.15786998942047725,0,0
1,0.2424,2,0,2,95,4,3,0.7,1,0.15786998942047725,0,0
1,0.2727,3,0,2,95,4,3,0.6,1,0.15786998942047725,0,0
1,0.2424,4,0,2,95,4,3,0.65,1,0.15786998942047725,0,0
1,0.2576,5,0,2,95,4,3,0.7,1,0.12284001410603033,0,1
1,0.2576,6,0,2,95,4,3,0.7,1,0.12284001410603033,0,4
1,0.2727,7,0,2,95,4,3,0.65,1,0.12284001410603033,0,3
1,0.303,8,0,2,95,4,3,0.61,1,0.2631950158692841,0,17
1,0.3333,9,0,2,95,4,3,0.46,1,0.298224991183731,0,8
1,0.4091,10,0,2,95,4,3,0.37,1,0.45621253085694136,0,21
1,0.4242,11,0,2,95,4,3,0.38,1,0.45621253085694136,0,23
1,0.4394,12,0,2,95,4,3,0.41,1,0.298224991183731,0,22
1,0.4545,13,0,2,95,4,3,0.38,1,0.5789349947102387,0,29
1,0.4848,14,0,2,95,4,3,0.34,1,0.49124250617138826,0,35
1,0.5,15,0,2,95,4,3,0.32,1,0.38603502997531447,0,34
1,0.5152,16,0,2,95,4,3,0.28,1,0.49124250617138826,0,27
1,0.5,17,0,2,95,4,3,0.32,1,0.5263900317385682,0,53
1,0.5,18,0,2,95,4,3,0.29,1,0.42106500528976143,0,43
1,0.4848,19,0,2,95,4,3,0.31,1,0.3508875044081345,0,36
1,0.4545,20,0,2,95,4,3,0.51,1,0.2631950158692841,0,15
1,0.4545,21,0,2,95,4,3,0.41,1,0.33337251675091106,0,18
1,0.4545,22,0,2,95,4,3,0.41,1,0.33337251675091106,0,13
1,0.4545,23,0,2,95,4,3,0.41,1,0.3508875044081345,0,11
1,0.4545,0,0,2,96,4,4,0.41,1,0.33337251675091106,0,5
1,0.4242,1,0,2,96,4,4,0.47,1,0.15786998942047725,0,2
1,0.4242,2,0,2,96,4,4,0.54,1,0.0,0,0
1,0.3485,3,0,2,96,4,4,0.66,1,0.22804749030210414,0,0
1,0.3333,4,0,2,96,4,4,0.76,1,0.22804749030210414,0,0
1,0.3182,5,0,2,96,4,4,0.76,1,0.2631950158692841,0,0
1,0.303,6,0,2,96,4,4,0.81,1,0.298224991183731,0,5
1,0.3333,7,0,2,96,4,4,0.76,2,0.19301751498765723,0,8
1,0.3485,8,0,2,96,4,4,0.76,1,0.22804749030210414,0,23
1,0.4091,9,0,2,96,4,4,0.66,2,0.15786998942047725,0,15
1,0.4242,10,0,2,96,4,4,0.67,2,0.12284001410603033,0,29
1,0.4545,11,0,2,96,4,4,0.55,2,0.0,0,36
1,0.4545,12,0,2,96,4,4,0.55,2,0.0,0,39
1,0.5,13,0,2,96,4,4,0.48,2,0.10532502644880687,0,36
1,0.5303,14,0,2,96,4,4,0.43,1,0.10532502644880687,0,46
1,0.6212,15,0,2,96,4,4,0.38,1,0.12284001410603033,0,27
1,0.6212,16,0,2,96,4,4,0.35,1,0.0,0,52
1,0.5,17,0,2,96,4,4,0.52,1,0.33337251675091106,0,63
1,0.4697,18,0,2,96,4,4,0.55,1,0.298224991183731,0,68
1,0.4545,19,0,2,96,4,4,0.59,1,0.3508875044081345,0,34
1,0.4394,20,0,2,96,4,4,0.62,1,0.19301751498765723,0,37
1,0.4394,21,0,2,96,4,4,0.67,2,0.33337251675091106,0,19
1,0.4091,22,0,2,96,4,4,0.76,2,0.22804749030210414,0,18
1,0.3939,23,0,2,96,4,4,0.76,1,0.298224991183731,0,9
1,0.3485,0,0,2,97,4,5,0.76,2,0.2631950158692841,0,4
1,0.3333,1,0,2,97,4,5,0.76,2,0.15786998942047725,0,3
1,0.3333,2,0,2,97,4,5,0.76,3,0.19301751498765723,0,3
1,0.3333,3,0,2,97,4,5,0.76,3,0.19301751498765723,0,0
1,0.3333,4,0,2,97,4,5,0.86,2,0.15786998942047725,0,0
1,0.3182,5,0,2,97,4,5,0.87,2,0.22804749030210414,0,1
1,0.3636,6,0,2,97,4,5,0.87,2,0.0,0,2
1,0.3333,7,0,2,97,4,5,0.87,3,0.19301751498765723,0,4
1,0.3333,8,0,2,97,4,5,0.87,3,0.19301751498765723,0,13
1,0.3485,9,0,2,97,4,5,0.76,2,0.22804749030210414,0,17
1,0.3333,10,0,2,97,4,5,0.71,2,0.33337251675091106,0,10
1,0.4091,11,0,2,97,4,5,0.62,2,0.45621253085694136,0,19
1,0.3939,12,0,2,97,4,5,0.66,3,0.2631950158692841,0,29
1,0.3333,13,0,2,97,4,5,0.76,3,0.33337251675091106,0,7
1,0.3182,14,0,2,97,4,5,0.87,3,0.2631950158692841,0,2
1,0.3182,15,0,2,97,4,5,0.87,3,0.2631950158692841,0,1
1,0.303,16,0,2,97,4,5,0.93,2,0.298224991183731,0,2
1,0.303,17,0,2,97,4,5,0.93,3,0.298224991183731,0,10
1,0.303,18,0,2,97,4,5,0.93,3,0.298224991183731,0,8
1,0.2727,19,0,2,97,4,5,0.93,3,0.49124250617138826,0,1
1,0.2727,20,0,2,97,4,5,0.93,2,0.38603502997531447,0,12
1,0.2879,21,0,2,97,4,5,0.93,2,0.298224991183731,0,11
1,0.2727,22,0,2,97,4,5,0.93,2,0.3508875044081345,0,9
1,0.2879,23,0,2,97,4,5,0.93,2,0.2631950158692841,0,4
0,0.2879,0,0,2,98,4,6,0.87,2,0.2631950158692841,0,5
0,0.303,1,0,2,98,4,6,0.87,2,0.15786998942047725,0,3
0,0.303,2,0,2,98,4,6,0.87,2,0.2631950158692841,0,2
0,0.2879,3,0,2,98,4,6,1.0,3,0.298224991183731,0,3
0,0.2727,4,0,2,98,4,6,1.0,3,0.298224991183731,0,0
0,0.2879,5,0,2,98,4,6,0.93,2,0.2631950158692841,0,0
0,0.2879,6,0,2,98,4,6,0.93,2,0.22804749030210414,0,0
0,0.303,7,0,2,98,4,6,0.93,2,0.19301751498765723,0,8
0,0.303,8,0,2,98,4,6,0.93,2,0.19301751498765723,0,7
0,0.3485,9,0,2,98,4,6,0.87,2,0.12284001410603033,0,27
0,0.3333,10,0,2,98,4,6,0.87,2,0.15786998942047725,0,43
0,0.3636,11,0,2,98,4,6,0.81,2,0.0,0,51
0,0.3485,12,0,2,98,4,6,0.81,2,0.15786998942047725,0,79
0,0.3788,13,0,2,98,4,6,0.81,2,0.0,0,114
0,0.3485,14,0,2,98,4,6,0.81,2,0.15786998942047725,0,94
0,0.3788,15,0,2,98,4,6,0.87,2,0.0,0,85
0,0.3939,16,0,2,98,4,6,0.82,2,0.0,0,73
0,0.3939,17,0,2,98,4,6,0.82,2,0.10532502644880687,0,128
0,0.3939,18,0,2,98,4,6,0.82,2,0.12284001410603033,0,48
0,0.3939,19,0,2,98,4,6,0.82,2,0.15786998942047725,0,47
0,0.3939,20,0,2,98,4,6,0.87,2,0.19301751498765723,0,19
0,0.3485,21,0,2,98,4,6,0.93,2,0.15786998942047725,0,10
0,0.3485,22,0,2,98,4,6,0.93,2,0.15786998942047725,0,21
0,0.3939,23,0,2,98,4,6,0.87,2,0.10532502644880687,0,12
0,0.3939,0,0,2,99,4,0,0.87,2,0.10532502644880687,0,5
0,0.3939,1,0,2,99,4,0,0.87,2,0.15786998942047725,0,6
0,0.3939,2,0,2,99,4,0,0.87,2,0.10532502644880687,0,12
0,0.3939,3,0,2,99,4,0,0.87,2,0.15786998942047725,0,5
0,0.3636,4,0,2,99,4,0,0.93,2,0.12284001410603033,0,3
0,0.3636,5,0,2,99,4,0,0.93,2,0.10532502644880687,0,0
0,0.3636,6,0,2,99,4,0,0.93,2,0.10532502644880687,0,0
0,0.3636,7,0,2,99,4,0,1.0,2,0.10532502644880687,0,3
0,0.3939,8,0,2,99,4,0,0.94,2,0.10532502644880687,0,17
0,0.3939,9,0,2,99,4,0,0.94,2,0.15786998942047725,0,31
0,0.4091,10,0,2,99,4,0,0.87,2,0.0,0,69
0,0.4091,11,0,2,99,4,0,0.87,2,0.15786998942047725,0,93
0,0.4242,12,0,2,99,4,0,0.88,2,0.15786998942047725,0,94
0,0.4545,13,0,2,99,4,0,0.82,1,0.12284001410603033,0,121
0,0.4848,14,0,2,99,4,0,0.72,1,0.22804749030210414,0,148
0,0.4848,15,0,2,99,4,0,0.77,1,0.2631950158692841,0,156
0,0.5,16,0,2,99,4,0,0.72,2,0.19301751498765723,0,135
0,0.5,17,0,2,99,4,0,0.72,2,0.22804749030210414,0,84
0,0.4848,18,0,2,99,4,0,0.77,1,0.22804749030210414,0,103
0,0.4848,19,0,2,99,4,0,0.77,1,0.22804749030210414,0,47
0,0.4545,20,0,2,99,4,0,0.82,1,0.15786998942047725,0,21
0,0.4394,21,0,2,99,4,0,0.88,1,0.22804749030210414,0,18
0,0.4394,22,0,2,99,4,0,0.94,1,0.298224991183731,0,12
0,0.4545,23,0,2,99,4,0,0.88,1,0.42106500528976143,0,5
1,0.4697,0,0,2,100,4,1,0.88,1,0.38603502997531447,0,7
1,0.4545,1,0,2,100,4,1,0.94,1,0.33337251675091106,0,1
1,0.4545,2,0,2,100,4,1,0.94,1,0.33337251675091106,0,7
1,0.4545,4,0,2,100,4,1,0.94,1,0.22804749030210414,0,0
1,0.4545,5,0,2,100,4,1,0.94,1,0.22804749030210414,0,1
1,0.4545,6,0,2,100,4,1,1.0,2,0.2631950158692841,0,2
1,0.4848,7,0,2,100,4,1,0.88,2,0.2631950158692841,0,12
1,0.5,8,0,2,100,4,1,0.88,2,0.33337251675091106,0,28
1,0.5303,9,0,2,100,4,1,0.83,2,0.33337251675091106,0,33
1,0.5303,10,0,2,100,4,1,0.83,2,0.3508875044081345,0,41
1,0.5909,11,0,2,100,4,1,0.73,2,0.3508875044081345,0,45
1,0.5909,12,0,2,100,4,1,0.73,2,0.38603502997531447,0,37
1,0.6061,13,0,2,100,4,1,0.69,2,0.49124250617138826,0,62
1,0.6667,14,0,2,100,4,1,0.54,2,0.42106500528976143,0,60
1,0.6667,15,0,2,100,4,1,0.48,1,0.6140825202774186,0,56
1,0.6667,16,0,2,100,4,1,0.48,1,0.6140825202774186,0,73
1,0.6667,17,0,2,100,4,1,0.48,1,0.6140825202774186,0,100
1,0.6667,18,0,2,100,4,1,0.51,1,0.45621253085694136,0,93
1,0.6667,19,0,2,100,4,1,0.51,1,0.5263900317385682,0,73
1,0.6364,20,0,2,100,4,1,0.57,1,0.6140825202774186,0,44
1,0.6212,21,0,2,100,4,1,0.61,1,0.298224991183731,0,39
1,0.6212,22,0,2,100,4,1,0.5,2,0.33337251675091106,0,25
1,0.5455,23,0,2,100,4,1,0.6,3,0.0,0,16
1,0.6212,0,0,2,101,4,2,0.5,2,0.12284001410603033,0,11
1,0.6212,1,0,2,101,4,2,0.5,2,0.10532502644880687,0,6
1,0.6212,2,0,2,101,4,2,0.53,2,0.15786998942047725,0,7
1,0.5455,3,0,2,101,4,2,0.56,2,0.15786998942047725,0,0
1,0.5303,4,0,2,101,4,2,0.64,2,0.15786998942047725,0,4
1,0.5152,5,0,2,101,4,2,0.68,2,0.15786998942047725,0,1
1,0.5152,6,0,2,101,4,2,0.68,2,0.33337251675091106,0,3
1,0.5152,7,0,2,101,4,2,0.68,2,0.2631950158692841,0,12
1,0.4697,8,0,2,101,4,2,0.88,3,0.45621253085694136,0,15
1,0.4545,9,0,2,101,4,2,0.94,3,0.5789349947102387,0,4
1,0.4848,10,0,2,101,4,2,0.82,3,0.49124250617138826,0,6
1,0.5,11,0,2,101,4,2,0.77,1,0.42106500528976143,0,11
1,0.5303,12,0,2,101,4,2,0.64,2,0.5439050193957917,0,9
1,0.5152,13,0,2,101,4,2,0.68,3,0.33337251675091106,0,22
1,0.4848,14,0,2,101,4,2,0.82,2,0.33337251675091106,0,16
1,0.4697,15,0,2,101,4,2,0.77,2,0.6140825202774186,0,24
1,0.4697,16,0,2,101,4,2,0.77,2,0.45621253085694136,0,19
1,0.4394,17,0,2,101,4,2,0.77,3,0.2631950158692841,0,29
1,0.4394,18,0,2,101,4,2,0.77,3,0.2631950158692841,0,21
1,0.4242,19,0,2,101,4,2,0.82,2,0.33337251675091106,0,3
1,0.4242,20,0,2,101,4,2,0.82,2,0.33337251675091106,0,9
1,0.4242,21,0,2,101,4,2,0.82,2,0.22804749030210414,0,10
1,0.4091,22,0,2,101,4,2,0.94,2,0.3508875044081345,0,7
1,0.4091,23,0,2,101,4,2,0.94,2,0.298224991183731,0,8
1,0.4091,0,0,2,102,4,3,1.0,2,0.3508875044081345,0,3
1,0.4091,1,0,2,102,4,3,1.0,2,0.3508875044081345,0,0
1,0.4091,2,0,2,102,4,3,1.0,3,0.3508875044081345,0,0
1,0.4091,3,0,2,102,4,3,0.94,3,0.38603502997531447,0,0
1,0.4091,4,0,2,102,4,3,0.94,3,0.38603502997531447,0,1
1,0.3939,5,0,2,102,4,3,0.94,3,0.298224991183731,0,1
1,0.3939,6,0,2,102,4,3,0.94,3,0.2631950158692841,0,1
1,0.3485,7,0,2,102,4,3,1.0,3,0.2631950158692841,0,3
1,0.3939,8,0,2,102,4,3,0.94,3,0.22804749030210414,0,6
1,0.3939,9,0,2,102,4,3,0.94,2,0.2631950158692841,0,2
1,0.4091,10,0,2,102,4,3,0.87,2,0.22804749030210414,0,4
1,0.4242,11,0,2,102,4,3,0.82,2,0.22804749030210414,0,4
1,0.4242,12,0,2,102,4,3,0.82,3,0.298224991183731,0,12
1,0.4394,13,0,2,102,4,3,0.77,2,0.22804749030210414,0,6
1,0.4242,14,0,2,102,4,3,0.77,2,0.298224991183731,0,24
1,0.4394,15,0,2,102,4,3,0.72,2,0.33337251675091106,0,12
1,0.4545,16,0,2,102,4,3,0.67,1,0.33337251675091106,0,23
1,0.4545,17,0,2,102,4,3,0.67,1,0.3508875044081345,0,25
1,0.4394,18,0,2,102,4,3,0.62,1,0.45621253085694136,0,28
1,0.4394,19,0,2,102,4,3,0.62,1,0.298224991183731,0,15
1,0.4394,20,0,2,102,4,3,0.62,1,0.298224991183731,0,7
1,0.4242,21,0,2,102,4,3,0.67,1,0.19301751498765723,0,17
1,0.4242,22,0,2,102,4,3,0.67,1,0.22804749030210414,0,10
1,0.4091,23,0,2,102,4,3,0.71,1,0.15786998942047725,0,5
1,0.3939,0,0,2,103,4,4,0.76,1,0.15786998942047725,0,3
1,0.3939,1,0,2,103,4,4,0.76,1,0.2631950158692841,0,1
1,0.3485,2,0,2,103,4,4,0.76,1,0.15786998942047725,0,0
1,0.3333,3,0,2,103,4,4,0.81,1,0.15786998942047725,0,0
1,0.3636,4,0,2,103,4,4,0.76,1,0.0,0,1
1,0.3485,5,0,2,103,4,4,0.76,1,0.10532502644880687,0,2
1,0.3485,6,0,2,103,4,4,0.76,1,0.12284001410603033,0,4
1,0.3939,7,0,2,103,4,4,0.66,1,0.0,0,11
1,0.4242,8,0,2,103,4,4,0.58,1,0.19301751498765723,0,21
1,0.4545,9,0,2,103,4,4,0.51,1,0.15786998942047725,0,18
1,0.4848,10,0,2,103,4,4,0.51,1,0.22804749030210414,0,21
1,0.5,11,0,2,103,4,4,0.45,1,0.19301751498765723,0,28
1,0.5152,12,0,2,103,4,4,0.42,1,0.15786998942047725,0,35
1,0.5303,13,0,2,103,4,4,0.37,1,0.2631950158692841,0,38
1,0.5303,14,0,2,103,4,4,0.35,1,0.10532502644880687,0,36
1,0.6212,15,0,2,103,4,4,0.31,1,0.10532502644880687,0,57
1,0.6061,16,0,2,103,4,4,0.26,1,0.12284001410603033,0,49
1,0.6061,17,0,2,103,4,4,0.28,1,0.0,0,50
1,0.5303,18,0,2,103,4,4,0.3,1,0.0,0,47
1,0.5152,19,0,2,103,4,4,0.32,1,0.0,0,37
1,0.4848,20,0,2,103,4,4,0.51,1,0.22804749030210414,0,22
1,0.4545,21,0,2,103,4,4,0.63,1,0.15786998942047725,0,19
1,0.4697,22,0,2,103,4,4,0.55,1,0.12284001410603033,0,22
1,0.4545,23,0,2,103,4,4,0.59,1,0.12284001410603033,0,7
0,0.4394,0,0,2,104,4,5,0.67,1,0.0,1,6
0,0.4394,1,0,2,104,4,5,0.62,1,0.0,1,6
0,0.4091,2,0,2,104,4,5,0.76,1,0.0,1,8
0,0.4091,3,0,2,104,4,5,0.76,1,0.0,1,0
0,0.3939,4,0,2,104,4,5,0.82,1,0.10532502644880687,1,0
0,0.3636,5,0,2,104,4,5,0.81,1,0.12284001410603033,1,2
0,0.3636,6,0,2,104,4,5,0.81,1,0.10532502644880687,1,5
0,0.4091,7,0,2,104,4,5,0.71,1,0.19301751498765723,1,10
0,0.4394,8,0,2,104,4,5,0.62,1,0.3508875044081345,1,21
0,0.4848,9,0,2,104,4,5,0.55,1,0.22804749030210414,1,16
0,0.4848,10,0,2,104,4,5,0.55,1,0.22804749030210414,1,31
0,0.5,11,0,2,104,4,5,0.55,1,0.22804749030210414,1,41
0,0.5,12,0,2,104,4,5,0.55,1,0.33337251675091106,1,45
0,0.5152,13,0,2,104,4,5,0.52,1,0.298224991183731,1,47
0,0.5152,14,0,2,104,4,5,0.52,1,0.298224991183731,1,57
0,0.5152,15,0,2,104,4,5,0.52,1,0.5263900317385682,1,50
0,0.5,16,0,2,104,4,5,0.55,1,0.5789349947102387,1,70
0,0.4848,17,0,2,104,4,5,0.63,2,0.45621253085694136,1,64
0,0.4545,18,0,2,104,4,5,0.67,2,0.45621253085694136,1,47
0,0.4242,19,0,2,104,4,5,0.77,1,0.45621253085694136,1,41
0,0.4091,20,0,2,104,4,5,0.76,2,0.38603502997531447,1,26
0,0.4091,21,0,2,104,4,5,0.76,2,0.3508875044081345,1,25
0,0.3939,22,0,2,104,4,5,0.82,2,0.45621253085694136,1,16
0,0.3485,23,0,2,104,4,5,0.81,2,0.22804749030210414,1,8
0,0.3485,0,0,2,105,4,6,0.81,2,0.2631950158692841,0,7
0,0.3333,1,0,2,105,4,6,0.87,2,0.33337251675091106,0,5
0,0.3485,2,0,2,105,4,6,0.87,2,0.15786998942047725,0,5
0,0.3485,3,0,2,105,4,6,0.87,2,0.19301751498765723,0,5
0,0.3485,4,0,2,105,4,6,0.87,2,0.2631950158692841,0,1
0,0.3939,5,0,2,105,4,6,0.87,2,0.33337251675091106,0,1
0,0.4091,6,0,2,105,4,6,0.82,3,0.38603502997531447,0,1
0,0.4091,7,0,2,105,4,6,0.82,2,0.49124250617138826,0,3
0,0.4091,8,0,2,105,4,6,0.87,3,0.42106500528976143,0,7
0,0.4091,9,0,2,105,4,6,1.0,3,0.3508875044081345,0,2
0,0.4242,10,0,2,105,4,6,0.94,3,0.45621253085694136,0,1
0,0.4242,11,0,2,105,4,6,0.94,3,0.5263900317385682,0,4
0,0.4545,12,0,2,105,4,6,0.88,2,0.6842600211590455,0,6
0,0.4545,13,0,2,105,4,6,0.94,3,0.6140825202774186,0,9
0,0.5,14,0,2,105,4,6,0.83,3,0.6842600211590455,0,14
0,0.5,15,0,2,105,4,6,0.83,3,0.6842600211590455,0,16
0,0.4848,16,0,2,105,4,6,0.88,3,0.5439050193957917,0,6
0,0.4848,17,0,2,105,4,6,0.88,3,0.6842600211590455,0,1
0,0.4848,18,0,2,105,4,6,0.94,2,0.45621253085694136,0,6
0,0.5,19,0,2,105,4,6,0.94,2,0.49124250617138826,0,9
0,0.4394,20,0,2,105,4,6,0.94,3,0.2631950158692841,0,4
0,0.4394,21,0,2,105,4,6,0.94,2,0.0,0,1
0,0.4242,22,0,2,105,4,6,1.0,3,0.0,0,2
0,0.4394,23,0,2,105,4,6,0.77,2,0.33337251675091106,0,5
0,0.4394,0,0,2,106,4,0,0.77,2,0.33337251675091106,0,4
0,0.4242,1,0,2,106,4,0,0.67,1,0.2631950158692841,0,6
0,0.4091,2,0,2,106,4,0,0.62,1,0.22804749030210414,0,4
0,0.4091,3,0,2,106,4,0,0.66,1,0.15786998942047725,0,12
0,0.3636,4,0,2,106,4,0,0.76,1,0.12284001410603033,0,2
0,0.3485,5,0,2,106,4,0,0.71,1,0.19301751498765723,0,2
0,0.3182,6,0,2,106,4,0,0.66,1,0.5263900317385682,0,3
0,0.3333,7,0,2,106,4,0,0.5,1,0.42106500528976143,0,2
0,0.3939,8,0,2,106,4,0,0.46,1,0.45621253085694136,0,7
0,0.4091,9,0,2,106,4,0,0.43,1,0.33337251675091106,0,31
0,0.4242,10,0,2,106,4,0,0.44,1,0.5263900317385682,0,91
0,0.4545,11,0,2,106,4,0,0.41,1,0.49124250617138826,0,119
0,0.4545,12,0,2,106,4,0,0.38,1,0.45621253085694136,0,167
0,0.4848,13,0,2,106,4,0,0.34,1,0.45621253085694136,0,181
0,0.5,14,0,2,106,4,0,0.34,1,0.45621253085694136,0,170
0,0.5152,15,0,2,106,4,0,0.32,1,0.6140825202774186,0,179
0,0.5152,16,0,2,106,4,0,0.3,1,0.42106500528976143,0,161
0,0.5303,17,0,2,106,4,0,0.3,1,0.5263900317385682,0,143
0,0.5303,18,0,2,106,4,0,0.3,1,0.45621253085694136,0,102
0,0.5303,19,0,2,106,4,0,0.3,1,0.3508875044081345,0,75
0,0.5,20,0,2,106,4,0,0.36,1,0.22804749030210414,0,44
0,0.4848,21,0,2,106,4,0,0.42,1,0.22804749030210414,0,13
0,0.4848,22,0,2,106,4,0,0.39,1,0.12284001410603033,0,21
0,0.4394,23,0,2,106,4,0,0.67,1,0.19301751498765723,0,19
1,0.4545,0,0,2,107,4,1,0.47,1,0.10532502644880687,0,15
1,0.4545,1,0,2,107,4,1,0.47,1,0.15786998942047725,0,11
1,0.4242,2,0,2,107,4,1,0.67,1,0.12284001410603033,0,14
1,0.4242,3,0,2,107,4,1,0.62,1,0.12284001410603033,0,6
1,0.4091,4,0,2,107,4,1,0.87,1,0.19301751498765723,0,2
1,0.4091,5,0,2,107,4,1,0.76,1,0.10532502644880687,0,0
1,0.4091,6,0,2,107,4,1,0.82,1,0.0,0,3
1,0.4545,7,0,2,107,4,1,0.63,1,0.0,0,12
1,0.4545,8,0,2,107,4,1,0.63,1,0.0,0,20
1,0.4848,9,0,2,107,4,1,0.55,2,0.12284001410603033,0,37
1,0.5,10,0,2,107,4,1,0.55,2,0.12284001410603033,0,41
1,0.5152,11,0,2,107,4,1,0.52,2,0.10532502644880687,0,36
1,0.5303,12,0,2,107,4,1,0.49,2,0.10532502644880687,0,60
1,0.5303,13,0,2,107,4,1,0.49,2,0.19301751498765723,0,41
1,0.5455,14,0,2,107,4,1,0.49,2,0.22804749030210414,0,49
1,0.6212,15,0,2,107,4,1,0.43,2,0.22804749030210414,0,64
1,0.6212,16,0,2,107,4,1,0.46,1,0.33337251675091106,0,40
1,0.5455,17,0,2,107,4,1,0.49,1,0.33337251675091106,0,66
1,0.6212,18,0,2,107,4,1,0.31,1,0.42106500528976143,0,41
1,0.5303,19,0,2,107,4,1,0.46,1,0.298224991183731,0,42
1,0.6212,20,0,2,107,4,1,0.33,1,0.3508875044081345,0,29
1,0.5303,21,0,2,107,4,1,0.37,1,0.33337251675091106,0,20
1,0.5,22,0,2,107,4,1,0.55,1,0.33337251675091106,0,9
1,0.4848,23,0,2,107,4,1,0.59,1,0.298224991183731,0,11
1,0.4848,0,0,2,108,4,2,0.55,1,0.2631950158692841,0,2
